dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Relative humidity for observation at 09 hours Local Time in percentage %,Quality of relative humidity for observation at 09 hours Local Time,Relative humidity for observation at 15 hours Local Time in percentage %,Quality of relative humidity for observation at 15 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-04,   0.0,N,  , 1, 34.3,Y, 1, 22.6,Y, 1, 20.4,N, 69,N, 43,N, 18.4,N, 18.4,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-05,   0.0,N,  , 1, 32.9,Y, 1, 21.0,Y, 1, 19.2,N, 64,N, 42,N, 18.4,N, 11.2,N,SSE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-06,   0.0,N,  , 1, 31.3,Y, 1, 20.9,Y, 1, 20.7,N, 74,N, 55,N, 13.0,N, 13.0,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-07,   0.2,N,  , 1, 32.6,Y, 1, 22.0,Y, 1, 21.4,N, 70,N, 52,N, 18.4,N, 13.0,N,SE   ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-08,   0.0,N,  , 1, 31.8,Y, 1, 22.3,Y, 1, 21.8,N, 74,N, 60,N, 13.0,N, 11.2,N,ESE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-09,   0.0,N,  , 1, 32.8,Y, 1, 21.7,Y, 1, 19.8,N, 62,N, 44,N, 11.2,N, 13.0,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-10,   0.0,N,  , 1, 32.1,Y, 1, 21.0,Y, 1, 17.7,N, 64,N, 40,N, 14.8,N, 16.6,N,SSE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-11,   0.0,N,  , 1, 30.8,Y, 1, 19.5,Y, 1, 14.9,N, 58,N, 36,N, 13.0,N, 18.4,N,SSE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-12,   0.0,N,  , 1, 30.4,Y, 1, 17.0,Y, 1, 13.6,N, 52,N, 37,N, 18.4,N, 16.6,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-13,   0.0,N,  , 1, 30.3,Y, 1, 15.2,Y, 1, 14.3,N, 48,N, 41,N, 18.4,N, 16.6,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-14,   0.0,N,  , 1, 31.5,Y, 1, 20.7,Y, 1, 17.3,N, 64,N, 44,N, 20.5,N, 16.6,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-15,   0.0,N,  , 1, 32.1,Y, 1, 21.4,Y, 1, 17.7,N, 59,N, 45,N, 20.5,N, 16.6,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-16,   0.0,N,  , 1, 31.4,Y, 1, 21.5,Y, 1, 18.7,N, 65,N, 44,N, 20.5,N, 14.8,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-17,   0.0,N,  , 1, 31.7,Y, 1, 21.1,Y, 1, 18.6,N, 66,N, 41,N, 20.5,N, 13.0,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-18,   0.0,N,  , 1, 32.6,Y, 1, 21.1,Y, 1, 20.7,N, 73,N, 64,N, 16.6,N, 16.6,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-19,   0.0,N,  , 1, 31.4,Y, 1, 22.7,Y, 1, 20.6,N, 70,N, 57,N, 14.8,N, 16.6,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-20,   0.0,N,  , 1, 32.3,Y, 1, 21.8,Y, 1, 20.4,N, 72,N, 49,N, 20.5,N, 13.0,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-21,   0.0,N,  , 1, 32.1,Y, 1, 20.7,Y, 1, 20.4,N, 73,N, 51,N, 20.5,N, 11.2,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-22,   0.0,N,  , 1, 32.0,Y, 1, 21.2,Y, 1, 20.9,N, 70,N, 54,N, 16.6,N, 11.2,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-23,   0.0,N,  , 1, 33.9,Y, 1, 22.1,Y, 1, 19.9,N, 70,N, 42,N, 14.8,N, 13.0,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-24,   0.0,N,  , 1, 32.4,Y, 1, 19.7,Y, 1, 17.6,N, 63,N, 41,N, 16.6,N, 22.3,N,SSE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-25,   0.0,N,  , 1, 30.4,Y, 1, 17.9,Y, 1, 15.5,N, 58,N, 43,N, 18.4,N, 16.6,N,SSE  ,N,SSE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-26,   0.0,N,  , 1, 30.3,Y, 1, 17.0,Y, 1, 15.3,N, 61,N, 45,N, 18.4,N, 14.8,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-27,   0.0,N,  , 1, 30.1,Y, 1, 18.2,Y, 1, 16.1,N, 59,N, 48,N, 22.3,N, 13.0,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-28,   0.0,N,  , 1, 30.6,Y, 1, 19.1,Y, 1, 17.5,N, 65,N, 46,N, 16.6,N,  9.4,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-29,   0.0,N,  , 1, 29.9,Y, 1, 18.4,Y, 1, 17.4,N, 72,N, 48,N, 18.4,N, 13.0,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-30,   0.0,N,  , 1, 30.7,Y, 1, 19.3,Y, 1, 17.3,N, 59,N, 43,N, 16.6,N, 13.0,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-05-31,   0.0,N,  , 1, 29.6,Y, 1, 19.5,Y, 1, 16.0,N, 61,N, 40,N, 20.5,N, 14.8,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-01,   0.0,N,  , 1, 29.9,Y, 1, 14.9,Y, 1, 13.9,N, 58,N, 37,N, 13.0,N, 16.6,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-02,   0.0,N,  , 1, 30.3,Y, 1, 17.5,Y, 1, 14.6,N, 54,N, 39,N, 18.4,N, 13.0,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-03,   0.0,N,  , 1, 30.0,Y, 1, 17.6,Y, 1, 14.7,N, 59,N, 36,N, 16.6,N, 11.2,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-04,   0.0,N,  , 1, 29.9,Y, 1, 16.9,Y, 1, 15.9,N, 64,N, 44,N, 14.8,N, 13.0,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-05,   0.0,N,  , 1, 30.5,Y, 1, 18.6,Y, 1, 17.9,N, 69,N, 52,N, 18.4,N, 11.2,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-06,   0.0,N,  , 1, 30.7,Y, 1, 17.8,Y, 1, 16.8,N, 72,N, 40,N, 13.0,N,  7.6,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-07,   0.0,N,  , 1, 31.6,Y, 1, 18.5,Y, 1, 18.2,N, 76,N, 48,N,  9.4,N,  7.6,N,S    ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-08,   0.0,N,  , 1, 32.2,Y, 1, 19.9,Y, 1, 19.7,N, 68,N, 53,N,  9.4,N, 11.2,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-09,   0.0,N,  , 1, 31.9,Y, 1, 20.9,Y, 1, 20.6,N, 72,N, 55,N, 11.2,N, 11.2,N,ESE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-10,   0.0,N,  , 1, 30.9,Y, 1, 21.1,Y, 1, 19.5,N, 75,N, 50,N, 16.6,N, 18.4,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-11,   0.0,N,  , 1, 26.4,Y, 1, 18.1,Y, 1, 14.7,N, 66,N, 51,N, 16.6,N, 18.4,N,SSE  ,N,SSE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-12,   0.0,N,  , 1, 27.0,Y, 1, 14.7,Y, 1, 11.5,N, 55,N, 37,N, 18.4,N, 14.8,N,SSE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-13,   0.0,N,  , 1, 26.4,Y, 1, 12.0,Y, 1, 10.1,N, 56,N, 38,N, 20.5,N, 18.4,N,S    ,N,SSE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-14,   0.0,N,  , 1, 26.5,Y, 1, 11.9,Y, 1,  9.9,N, 59,N, 36,N, 16.6,N, 14.8,N,S    ,N,SSE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-15,   0.0,N,  , 1, 27.7,Y, 1, 11.0,Y, 1, 11.5,N, 62,N, 40,N, 14.8,N, 18.4,N,S    ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-16,   0.0,N,  , 1, 28.1,Y, 1, 12.6,Y, 1, 12.8,N, 65,N, 42,N, 14.8,N, 11.2,N,S    ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-17,   0.0,N,  , 1, 28.8,Y, 1, 15.2,Y, 1, 13.6,N, 65,N, 39,N, 16.6,N, 13.0,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-18,   0.0,N,  , 1, 28.7,Y, 1, 15.2,Y, 1, 14.0,N, 64,N, 41,N, 13.0,N, 14.8,N,SSE  ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-19,   0.0,N,  , 1, 27.5,Y, 1, 15.1,Y, 1, 15.2,N, 70,N, 54,N, 13.0,N, 11.2,N,SE   ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-20,   0.0,N,  , 1, 28.6,Y, 1, 16.3,Y, 1, 15.3,N, 65,N, 48,N, 13.0,N, 14.8,N,SSE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-21,   0.0,N,  , 1, 30.6,Y, 1, 16.3,Y, 1, 15.5,N, 70,N, 36,N, 16.6,N, 11.2,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-22,   0.0,N,  , 1, 29.7,Y, 1, 15.8,Y, 1, 14.5,N, 77,N, 41,N, 13.0,N, 18.4,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-23,   0.0,N,  , 1, 29.4,Y, 1, 13.9,Y, 1, 14.0,N, 60,N, 43,N, 14.8,N, 16.6,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-24,   0.0,N,  , 1, 31.1,Y, 1, 16.9,Y, 1, 16.2,N, 66,N, 46,N, 14.8,N, 18.4,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-25,   0.0,N,  , 1, 31.7,Y, 1, 20.9,Y, 1, 17.5,N, 66,N, 45,N, 16.6,N, 16.6,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-26,   0.0,N,  , 1, 31.0,Y, 1, 20.8,Y, 1, 18.1,N, 64,N, 48,N, 16.6,N, 13.0,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-27,   0.0,N,  , 1, 30.3,Y, 1, 18.2,Y, 1, 16.9,N, 76,N, 37,N, 13.0,N, 13.0,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-28,   0.0,N,  , 1, 29.9,Y, 1, 17.9,Y, 1, 17.9,N, 77,N, 51,N, 14.8,N, 13.0,N,E    ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-29,   0.0,N,  , 1, 31.2,Y, 1, 19.3,Y, 1, 18.8,N, 78,N, 48,N, 16.6,N, 13.0,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-06-30,   0.0,N,  , 1, 31.4,Y, 1, 21.2,Y, 1, 18.5,N, 61,N, 46,N, 13.0,N, 16.6,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-01,   0.0,N,  , 1, 30.9,Y, 1, 19.7,Y, 1, 19.7,N, 76,N, 53,N, 13.0,N, 11.2,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-02,   4.4,N,  , 1, 28.4,Y, 1, 20.7,Y, 1, 20.3,N, 89,N, 63,N, 13.0,N, 14.8,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-03,   0.0,N,  , 1, 30.3,Y, 1, 20.3,Y, 1, 18.3,N, 79,N, 43,N, 16.6,N, 14.8,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-04,   0.0,N,  , 1, 28.8,Y, 1, 19.2,Y, 1, 18.0,N, 70,N, 53,N, 16.6,N, 11.2,N,SSE  ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-05,   0.0,N,  , 1, 29.5,Y, 1, 21.0,Y, 1, 18.4,N, 81,N, 54,N, 11.2,N, 14.8,N,SSE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-06,   0.0,N,  , 1, 29.6,Y, 1, 19.6,Y, 1, 18.3,N, 76,N, 59,N, 18.4,N, 14.8,N,ESE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-07,   0.0,N,  , 1, 30.0,Y, 1, 19.4,Y, 1, 17.4,N, 75,N, 47,N, 20.5,N, 16.6,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-08,   0.0,N,  , 1, 30.6,Y, 1, 18.1,Y, 1, 16.2,N, 68,N, 42,N, 18.4,N, 18.4,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-09,   0.0,N,  , 1, 30.3,Y, 1, 18.7,Y, 1, 15.7,N, 67,N, 42,N, 22.3,N, 24.1,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-10,   0.0,N,  , 1, 30.3,Y, 1, 18.8,Y, 1, 16.0,N, 59,N, 47,N, 20.5,N, 22.3,N,SSE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-11,   0.0,N,  , 1, 31.7,Y, 1, 20.7,Y, 1, 17.1,N, 66,N, 44,N, 16.6,N, 20.5,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-12,   0.0,N,  , 1, 31.4,Y, 1, 21.2,Y, 1, 17.5,N, 64,N, 44,N, 22.3,N, 14.8,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-13,   0.0,N,  , 1, 27.5,Y, 1, 18.8,Y, 1, 18.3,N, 78,N, 59,N, 14.8,N, 16.6,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-14,   0.0,N,  , 1, 30.4,Y, 1, 21.8,Y, 1, 18.8,N, 68,N, 58,N, 11.2,N,  1.8,N,SE   ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-15,      , ,  ,  , 31.8,Y, 1,     , ,  , 19.2,N, 74,N, 51,N, 16.6,N, 20.5,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-16,   0.0,N,  , 1, 31.6,Y, 1, 21.6,Y, 1, 19.0,N, 71,N, 53,N, 16.6,N, 16.6,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-17,   0.0,N,  , 1, 33.2,Y, 1, 20.8,Y, 1, 18.9,N, 67,N, 45,N, 18.4,N, 20.5,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-18,   0.0,N,  , 1, 32.5,Y, 1, 21.1,Y, 1, 18.2,N, 65,N, 40,N, 22.3,N, 24.1,N,SSE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-19,   0.0,N,  , 1, 31.7,Y, 1, 23.0,Y, 1, 17.2,N, 63,N, 45,N, 13.0,N, 18.4,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-20,   0.0,N,  , 1, 30.8,Y, 1, 22.0,Y, 1, 15.2,N, 52,N, 44,N, 18.4,N, 14.8,N,SSE  ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-21,   0.0,N,  , 1, 30.5,Y, 1, 18.2,Y, 1, 15.3,N, 56,N, 40,N, 14.8,N, 14.8,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-22,   0.0,N,  , 1, 30.4,Y, 1, 17.9,Y, 1, 14.2,N, 63,N, 33,N, 11.2,N, 16.6,N,S    ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-23,   0.0,N,  , 1, 30.2,Y, 1, 16.6,Y, 1, 14.1,N, 69,N, 37,N, 13.0,N, 13.0,N,S    ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-24,   0.0,N,  , 1, 30.6,Y, 1, 17.0,Y, 1, 13.3,N, 55,N, 28,N, 18.4,N, 13.0,N,SE   ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-25,   0.0,N,  , 1, 28.6,Y, 1, 17.5,Y, 1, 16.5,N, 71,N, 53,N, 18.4,N, 13.0,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-26,   0.0,N,  , 1, 29.3,Y, 1, 19.2,Y, 1, 17.5,N, 72,N, 47,N, 20.5,N, 11.2,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-27,   0.0,N,  , 1, 29.8,Y, 1, 19.1,Y, 1, 18.5,N, 71,N, 61,N, 14.8,N, 14.8,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-28,   0.0,N,  , 1, 30.1,Y, 1, 19.7,Y, 1, 18.3,N, 65,N, 55,N, 16.6,N, 13.0,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-29,   0.0,N,  , 1, 31.1,Y, 1, 18.5,Y, 1, 18.2,N, 80,N, 47,N, 11.2,N, 13.0,N,SSE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-30,   0.0,N,  , 1, 31.8,Y, 1, 19.8,Y, 1, 18.0,N, 58,N, 58,N, 18.4,N, 13.0,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-07-31,   0.0,N,  , 1, 32.7,Y, 1, 20.2,Y, 1, 15.3,N, 56,N, 43,N, 11.2,N, 13.0,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-01,   0.0,N,  , 1, 32.1,Y, 1, 20.0,Y, 1, 15.7,N, 52,N, 30,N, 16.6,N, 14.8,N,SE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-02,   0.0,N,  , 1, 30.1,Y, 1, 19.0,Y, 1, 17.6,N, 78,N, 42,N,  9.4,N, 13.0,N,SSE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-03,   0.0,N,  , 1, 30.3,Y, 1, 18.0,Y, 1, 17.1,N, 70,N, 48,N, 14.8,N, 11.2,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-04,   0.0,N,  , 1, 30.0,Y, 1, 17.9,Y, 1, 17.7,N, 68,N, 60,N, 14.8,N, 18.4,N,SE   ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-05,   0.0,N,  , 1, 29.5,Y, 1, 18.6,Y, 1, 18.2,N, 76,N, 59,N, 13.0,N, 14.8,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-06,   0.0,N,  , 1, 30.6,Y, 1, 19.3,Y, 1, 18.3,N, 70,N, 47,N, 16.6,N, 14.8,N,SE   ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-07,   0.0,N,  , 1, 28.8,Y, 1, 20.2,Y, 1, 19.3,N, 72,N, 59,N, 20.5,N, 16.6,N,SE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-08,   0.0,N,  , 1, 31.7,Y, 1, 19.4,Y, 1, 17.1,N, 84,N, 34,N,  7.6,N, 14.8,N,SSE  ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-09,   0.0,N,  , 1, 31.8,Y, 1, 18.5,Y, 1, 16.5,N, 70,N, 31,N,  7.6,N, 16.6,N,ESE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-10,   0.0,N,  , 1, 30.3,Y, 1, 18.4,Y, 1, 16.5,N, 58,N, 47,N,  9.4,N, 11.2,N,E    ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-11,   0.0,N,  , 1, 30.7,Y, 1, 17.2,Y, 1, 15.8,N, 73,N, 37,N,  9.4,N, 11.2,N,SW   ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-12,   0.0,N,  , 1, 30.7,Y, 1, 18.3,Y, 1, 18.7,N, 81,N, 48,N, 11.2,N, 13.0,N,E    ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-13,   0.0,N,  , 1, 32.2,Y, 1, 18.1,Y, 1, 15.6,N, 67,N, 34,N, 11.2,N, 14.8,N,SE   ,N,ENE  ,N,#
