dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-21,   0.0,N,  , 1, 30.8,Y, 1, 22.1,Y, 1, 22.3,N,  9.4,N,  9.4,N,  7.6,N, 13.0,N, 18.4,N, 18.4,N, 13.0,N, 11.2,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-22,   0.0,N,  , 1, 30.2,Y, 1, 17.7,Y, 1, 18.4,N,  7.6,N,  7.6,N,  5.4,N, 11.2,N, 25.9,N, 13.0,N, 11.2,N, 14.8,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,E    ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-23,   0.0,N,  , 1, 29.5,Y, 1, 17.0,Y, 1, 17.9,N,  9.4,N, 13.0,N, 14.8,N, 14.8,N, 20.5,N, 14.8,N, 14.8,N, 11.2,N,SSE  ,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-24,   0.0,N,  , 1, 29.4,Y, 1, 17.7,Y, 1, 16.0,N, 11.2,N,  9.4,N, 11.2,N, 16.6,N, 22.3,N, 14.8,N, 13.0,N,  7.6,N,SE   ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,E    ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-25,   0.0,N,  , 1, 29.6,Y, 1, 16.3,Y, 1, 18.1,N,  9.4,N,  9.4,N,  9.4,N, 13.0,N, 24.1,N, 20.5,N, 16.6,N, 13.0,N,SSE  ,N,SSE  ,N,SE   ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-26,   0.0,N,  , 1, 29.3,Y, 1, 18.9,Y, 1, 18.5,N, 13.0,N, 16.6,N, 13.0,N, 18.4,N, 22.3,N, 20.5,N, 13.0,N, 14.8,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-27,   0.0,N,  , 1, 29.4,Y, 1, 19.0,Y, 1, 20.6,N, 11.2,N,  7.6,N,  9.4,N, 13.0,N, 14.8,N, 13.0,N,  9.4,N,  7.6,N,SSE  ,N,SE   ,N,SE   ,N,SSE  ,N,ESE  ,N,ENE  ,N,ENE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-28,   0.0,N,  , 1, 29.8,Y, 1, 20.3,Y, 1, 20.9,N,  9.4,N, 11.2,N, 13.0,N, 14.8,N, 14.8,N, 11.2,N, 11.2,N, 13.0,N,ESE  ,N,SE   ,N,SE   ,N,SE   ,N,SSE  ,N,ESE  ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-29,   0.0,N,  , 1, 29.6,Y, 1, 18.6,Y, 1, 20.1,N, 11.2,N,  9.4,N,  9.4,N, 14.8,N, 18.4,N, 18.4,N, 16.6,N, 22.3,N,SE   ,N,ESE  ,N,ESE  ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-06-30,   0.0,N,  , 1, 26.9,Y, 1, 16.9,Y, 1, 16.1,N, 24.1,N, 16.6,N,  7.6,N, 22.3,N, 18.4,N, 25.9,N, 18.4,N, 16.6,N,SE   ,N,SE   ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-01,   0.0,N,  , 1, 27.7,Y, 1, 18.5,Y, 1, 16.5,N, 20.5,N, 14.8,N, 20.5,N, 16.6,N, 27.7,N, 18.4,N, 18.4,N, 18.4,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SSE  ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-02,   0.0,N,  , 1, 28.6,Y, 1, 17.9,Y, 1, 17.5,N, 14.8,N, 14.8,N, 13.0,N, 18.4,N, 22.3,N, 14.8,N, 13.0,N, 13.0,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,E    ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-03,   0.0,N,  , 1, 29.3,Y, 1, 19.3,Y, 1, 19.4,N, 13.0,N, 11.2,N,  9.4,N, 13.0,N, 20.5,N, 13.0,N,  9.4,N, 13.0,N,SSE  ,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-04,   0.0,N,  , 1, 29.8,Y, 1, 19.5,Y, 1, 20.0,N, 14.8,N, 13.0,N, 13.0,N, 16.6,N, 16.6,N, 16.6,N, 13.0,N, 13.0,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,E    ,N,SE   ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-05,   0.0,N,  , 1, 30.3,Y, 1, 20.0,Y, 1, 20.2,N,  7.6,N,  9.4,N, 11.2,N, 13.0,N, 20.5,N, 22.3,N, 14.8,N, 13.0,N,SE   ,N,SE   ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-06,   0.0,N,  , 1, 29.4,Y, 1, 19.8,Y, 1, 18.9,N, 14.8,N,  9.4,N,  9.4,N, 16.6,N, 24.1,N, 18.4,N, 11.2,N, 11.2,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-07,   0.0,N,  , 1, 29.0,Y, 1, 17.8,Y, 1, 18.8,N, 13.0,N, 11.2,N,  9.4,N, 13.0,N, 20.5,N, 20.5,N, 14.8,N,  7.6,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-08,   0.0,N,  , 1, 29.3,Y, 1, 18.9,Y, 1, 19.2,N, 13.0,N, 14.8,N, 14.8,N, 14.8,N, 13.0,N, 11.2,N, 13.0,N,  7.6,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ENE  ,N,ENE  ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-09,   0.0,N,  , 1, 30.0,Y, 1, 19.4,Y, 1, 20.1,N,  9.4,N,  9.4,N,  9.4,N, 13.0,N,  9.4,N, 11.2,N,  5.4,N,  9.4,N,E    ,N,E    ,N,ESE  ,N,E    ,N,E    ,N,E    ,N,ENE  ,N,NNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-10,   0.0,N,  , 1, 29.7,Y, 1, 19.8,Y, 1, 18.0,N,  9.4,N, 11.2,N, 11.2,N, 14.8,N, 16.6,N, 20.5,N, 13.0,N, 16.6,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-11,   0.0,N,  , 1, 28.7,Y, 1, 18.4,Y, 1, 18.6,N, 14.8,N,  9.4,N,  7.6,N, 16.6,N, 18.4,N, 16.6,N, 13.0,N, 16.6,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,E    ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-12,   0.0,N,  , 1, 29.5,Y, 1, 19.4,Y, 1, 19.4,N, 13.0,N, 14.8,N, 13.0,N, 13.0,N, 18.4,N, 13.0,N, 13.0,N, 13.0,N,ESE  ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-13,   0.0,N,  , 1, 29.3,Y, 1, 18.4,Y, 1, 20.5,N, 11.2,N,  7.6,N,  7.6,N, 11.2,N, 16.6,N, 14.8,N,  7.6,N, 11.2,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,E    ,N,ENE  ,N,ENE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-14,   0.0,N,  , 1, 29.7,Y, 1, 20.1,Y, 1, 21.1,N, 11.2,N,  7.6,N,  9.4,N, 13.0,N, 16.6,N, 18.4,N, 11.2,N, 14.8,N,SE   ,N,E    ,N,SE   ,N,ESE  ,N,SE   ,N,E    ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-15,   0.0,N,  , 1, 29.3,Y, 1, 19.6,Y, 1, 21.5,N,  9.4,N,  7.6,N,  9.4,N, 16.6,N, 16.6,N, 16.6,N, 11.2,N,  9.4,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,ENE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-16,   0.0,N,  , 1, 29.8,Y, 1, 21.0,Y, 1, 21.6,N, 11.2,N, 13.0,N, 16.6,N, 16.6,N, 18.4,N, 16.6,N, 16.6,N, 13.0,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-17,   0.0,N,  , 1, 30.6,Y, 1, 20.1,Y, 1, 21.1,N,  9.4,N,  7.6,N,  7.6,N, 16.6,N, 20.5,N, 24.1,N, 14.8,N, 14.8,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-18,   0.0,N,  , 1, 29.2,Y, 1, 22.0,Y, 1, 18.1,N, 16.6,N, 14.8,N, 13.0,N, 18.4,N, 27.7,N, 24.1,N, 18.4,N, 18.4,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-19,   0.0,N,  , 1, 29.4,Y, 1, 19.1,Y, 1, 18.3,N, 14.8,N, 14.8,N, 13.0,N, 20.5,N, 22.3,N, 20.5,N, 13.0,N, 16.6,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-20,   0.0,N,  , 1, 30.1,Y, 1, 18.9,Y, 1, 19.5,N, 14.8,N, 11.2,N, 14.8,N, 14.8,N, 18.4,N, 14.8,N, 14.8,N, 16.6,N,SE   ,N,SE   ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-21,   0.0,N,  , 1, 29.6,Y, 1, 18.5,Y, 1, 19.4,N, 13.0,N,  9.4,N, 11.2,N, 13.0,N, 18.4,N, 16.6,N, 11.2,N, 11.2,N,ESE  ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-22,   0.0,N,  , 1, 29.2,Y, 1, 17.4,Y, 1, 19.0,N,  7.6,N, 11.2,N,  7.6,N, 13.0,N, 18.4,N, 18.4,N, 13.0,N,  9.4,N,SE   ,N,SSE  ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-23,   0.0,N,  , 1, 29.3,Y, 1, 17.5,Y, 1, 19.6,N,  7.6,N,  5.4,N,  9.4,N, 14.8,N, 18.4,N, 14.8,N, 13.0,N, 14.8,N,ESE  ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-24,   0.0,N,  , 1, 29.8,Y, 1, 18.6,Y, 1, 20.8,N,  9.4,N,  5.4,N,  9.4,N, 13.0,N, 13.0,N, 22.3,N, 13.0,N,  9.4,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,N    ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-25,   0.0,N,  , 1, 29.9,Y, 1, 19.4,Y, 1, 21.6,N,  7.6,N,  7.6,N,  9.4,N,  9.4,N, 14.8,N,  9.4,N, 11.2,N, 16.6,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,ENE  ,N,E    ,N,NE   ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-26,   0.0,N,  , 1, 30.1,Y, 1, 20.9,Y, 1, 21.8,N,  9.4,N, 13.0,N,  9.4,N, 18.4,N, 20.5,N, 16.6,N,  9.4,N, 13.0,N,ESE  ,N,ESE  ,N,SE   ,N,ESE  ,N,ESE  ,N,E    ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-27,   0.0,N,  , 1, 30.8,Y, 1, 20.4,Y, 1, 21.4,N, 11.2,N,  5.4,N,  9.4,N, 13.0,N, 20.5,N, 20.5,N, 13.0,N, 14.8,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-28,   0.0,N,  , 1, 29.6,Y, 1, 20.7,Y, 1, 20.8,N, 13.0,N, 13.0,N, 11.2,N, 16.6,N, 18.4,N, 14.8,N, 14.8,N, 11.2,N,SE   ,N,SE   ,N,SSE  ,N,ESE  ,N,ESE  ,N,E    ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-29,   0.0,N,  , 1, 29.7,Y, 1, 20.5,Y, 1, 21.1,N,  9.4,N, 11.2,N, 11.2,N, 14.8,N, 22.3,N, 22.3,N, 13.0,N,  9.4,N,SE   ,N,SE   ,N,SSE  ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-30,   0.0,N,  , 1, 30.6,Y, 1, 19.7,Y, 1, 21.7,N,  7.6,N,  0.0,N,  9.4,N, 13.0,N, 20.5,N, 14.8,N, 13.0,N,  7.6,N,SE   ,N,CALM ,N,SE   ,N,SE   ,N,ESE  ,N,ENE  ,N,ENE  ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-07-31,   0.0,N,  , 1, 30.0,Y, 1, 18.4,Y, 1, 21.5,N,  7.6,N,  0.0,N,  9.4,N, 11.2,N, 13.0,N, 14.8,N, 14.8,N, 11.2,N,NE   ,N,CALM ,N,NE   ,N,ESE  ,N,E    ,N,ENE  ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-01,   0.0,N,  , 1, 30.6,Y, 1, 19.4,Y, 1, 21.6,N,  9.4,N,  7.6,N,  5.4,N, 11.2,N, 13.0,N, 13.0,N,  9.4,N, 14.8,N,E    ,N,ESE  ,N,ESE  ,N,NE   ,N,E    ,N,E    ,N,ENE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-02,   0.0,N,  , 1, 30.7,Y, 1, 22.2,Y, 1, 21.9,N, 13.0,N,  9.4,N,  7.6,N, 16.6,N, 18.4,N, 16.6,N, 16.6,N, 18.4,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-03,   0.0,N,  , 1, 30.5,Y, 1, 21.1,Y, 1, 19.6,N, 14.8,N, 18.4,N, 14.8,N, 16.6,N, 24.1,N, 20.5,N, 16.6,N, 13.0,N,SE   ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,E    ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-04,   0.0,N,  , 1, 30.2,Y, 1, 20.2,Y, 1, 19.2,N,  9.4,N, 11.2,N,  7.6,N, 16.6,N, 24.1,N, 20.5,N, 13.0,N, 13.0,N,SSE  ,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-05,   0.0,N,  , 1, 28.7,Y, 1, 17.9,Y, 1, 14.9,N, 11.2,N,  7.6,N, 18.4,N, 20.5,N, 25.9,N, 20.5,N, 16.6,N, 22.3,N,SSE  ,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-06,   0.0,N,  , 1, 30.4,Y, 1, 18.2,Y, 1, 16.5,N, 14.8,N, 11.2,N, 18.4,N, 25.9,N, 24.1,N, 25.9,N, 14.8,N, 16.6,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-07,   0.0,N,  , 1, 31.2,Y, 1, 21.3,Y, 1, 21.2,N, 11.2,N, 14.8,N, 11.2,N, 18.4,N, 20.5,N, 20.5,N, 16.6,N, 14.8,N,SE   ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-08,   0.0,N,  , 1, 30.7,Y, 1, 21.1,Y, 1, 20.6,N, 13.0,N, 13.0,N,  9.4,N, 14.8,N, 22.3,N, 20.5,N, 16.6,N, 14.8,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-09,   0.0,N,  , 1, 31.1,Y, 1, 19.5,Y, 1, 19.6,N, 13.0,N, 14.8,N,  7.6,N, 18.4,N, 24.1,N, 18.4,N, 14.8,N, 16.6,N,SE   ,N,SE   ,N,SSE  ,N,SE   ,N,E    ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-10,   0.0,N,  , 1, 31.0,Y, 1, 18.2,Y, 1, 19.3,N,  9.4,N,  7.6,N, 11.2,N, 14.8,N, 18.4,N, 18.4,N, 11.2,N, 13.0,N,SE   ,N,ESE  ,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,E    ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-11,   0.0,N,  , 1, 31.5,Y, 1, 18.9,Y, 1, 18.9,N, 14.8,N,  9.4,N,  9.4,N, 16.6,N, 22.3,N, 14.8,N, 13.0,N, 13.0,N,SSE  ,N,SE   ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-12,   0.0,N,  , 1, 31.1,Y, 1, 20.3,Y, 1, 19.1,N, 18.4,N, 16.6,N, 16.6,N, 16.6,N, 20.5,N, 22.3,N, 16.6,N, 16.6,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-13,   0.0,N,  , 1, 29.2,Y, 1, 19.3,Y, 1, 18.3,N, 18.4,N, 11.2,N, 14.8,N, 18.4,N, 24.1,N, 24.1,N, 18.4,N, 18.4,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-14,   0.0,N,  , 1, 29.5,Y, 1, 17.9,Y, 1, 15.8,N, 11.2,N, 11.2,N, 13.0,N, 24.1,N, 20.5,N, 22.3,N, 14.8,N, 16.6,N,SSE  ,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,SE   ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-15,   0.0,N,  , 1, 30.2,Y, 1, 18.7,Y, 1, 15.6,N, 14.8,N, 14.8,N, 16.6,N, 22.3,N, 20.5,N, 16.6,N, 11.2,N, 16.6,N,SSE  ,N,SSE  ,N,SE   ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-16,   0.0,N,  , 1, 30.4,Y, 1, 18.9,Y, 1, 15.7,N, 18.4,N, 13.0,N,  9.4,N, 18.4,N, 20.5,N, 14.8,N, 14.8,N, 20.5,N,SE   ,N,SE   ,N,SE   ,N,SSE  ,N,ESE  ,N,SSE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-17,   0.0,N,  , 1, 29.2,Y, 1, 17.6,Y, 1, 12.4,N, 14.8,N, 14.8,N, 11.2,N, 24.1,N, 22.3,N, 14.8,N, 14.8,N, 18.4,N,ESE  ,N,SE   ,N,SE   ,N,SSE  ,N,SE   ,N,ESE  ,N,SE   ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-18,   0.0,N,  , 1, 28.8,Y, 1, 15.9,Y, 1, 14.2,N, 11.2,N, 13.0,N, 14.8,N, 18.4,N, 18.4,N, 16.6,N, 14.8,N, 16.6,N,SE   ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,E    ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-19,   0.0,N,  , 1, 29.2,Y, 1, 17.5,Y, 1, 13.9,N, 20.5,N, 11.2,N, 16.6,N, 20.5,N, 18.4,N, 16.6,N, 11.2,N, 16.6,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,E    ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-20,   0.0,N,  , 1, 29.8,Y, 1, 18.3,Y, 1, 13.7,N, 14.8,N, 14.8,N, 13.0,N, 14.8,N, 18.4,N, 14.8,N, 13.0,N, 14.8,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,E    ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-21,   0.0,N,  , 1, 29.4,Y, 1, 18.3,Y, 1, 13.7,N, 16.6,N, 13.0,N, 13.0,N, 16.6,N, 20.5,N, 20.5,N, 16.6,N, 14.8,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,E    ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-22,   0.0,N,  , 1, 29.8,Y, 1, 15.6,Y, 1, 10.9,N, 13.0,N,  9.4,N,  7.6,N, 16.6,N, 18.4,N, 18.4,N, 11.2,N, 18.4,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,SE   ,N,E    ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-23,   0.0,N,  , 1, 29.7,Y, 1, 12.6,Y, 1, 15.7,N, 14.8,N,  9.4,N,  5.4,N, 11.2,N,  9.4,N, 22.3,N, 11.2,N, 13.0,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,N    ,N,NE   ,N,ESE  ,N,#
