dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-05,   0.0,N,  , 1, 29.5,Y, 1, 18.6,Y, 1, 18.2,N, 16.6,N, 11.2,N,  9.4,N, 13.0,N, 14.8,N, 14.8,N,  9.4,N, 14.8,N,ESE  ,N,SE   ,N,SE   ,N,SE   ,N,ENE  ,N,ENE  ,N,ENE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-06,   0.0,N,  , 1, 30.6,Y, 1, 19.3,Y, 1, 18.3,N, 13.0,N, 16.6,N,  9.4,N, 16.6,N, 13.0,N, 14.8,N, 11.2,N, 11.2,N,ESE  ,N,ESE  ,N,SSE  ,N,SE   ,N,ESE  ,N,NE   ,N,ENE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-07,   0.0,N,  , 1, 28.8,Y, 1, 20.2,Y, 1, 19.3,N, 16.6,N, 13.0,N, 11.2,N, 20.5,N, 13.0,N, 16.6,N, 11.2,N, 11.2,N,SE   ,N,SE   ,N,SSE  ,N,SE   ,N,ENE  ,N,ENE  ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-08,   0.0,N,  , 1, 31.7,Y, 1, 19.4,Y, 1, 17.1,N, 13.0,N, 13.0,N,  5.4,N,  7.6,N, 11.2,N, 14.8,N,  9.4,N,  9.4,N,ESE  ,N,SE   ,N,SSE  ,N,SSE  ,N,ESE  ,N,E    ,N,ENE  ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-09,   0.0,N,  , 1, 31.8,Y, 1, 18.5,Y, 1, 16.5,N, 14.8,N, 11.2,N,  5.4,N,  7.6,N, 13.0,N, 16.6,N, 11.2,N,  5.4,N,ESE  ,N,E    ,N,SE   ,N,ESE  ,N,E    ,N,NE   ,N,NE   ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-10,   0.0,N,  , 1, 30.3,Y, 1, 18.4,Y, 1, 16.5,N, 13.0,N,  9.4,N,  9.4,N,  9.4,N, 11.2,N, 11.2,N,  7.6,N,  0.0,N,ESE  ,N,E    ,N,ESE  ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-11,   0.0,N,  , 1, 30.7,Y, 1, 17.2,Y, 1, 15.8,N,  0.0,N,  0.0,N,  1.8,N,  9.4,N, 11.2,N, 11.2,N,  7.6,N,  5.4,N,CALM ,N,CALM ,N,SW   ,N,SW   ,N,NNE  ,N,N    ,N,N    ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-12,   0.0,N,  , 1, 30.7,Y, 1, 18.3,Y, 1, 18.7,N, 14.8,N,  9.4,N,  0.0,N, 11.2,N, 14.8,N, 13.0,N,  9.4,N, 11.2,N,E    ,N,SE   ,N,CALM ,N,E    ,N,ESE  ,N,ENE  ,N,NNE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-13,   0.0,N,  , 1, 32.2,Y, 1, 18.1,Y, 1, 15.6,N, 16.6,N, 11.2,N,  3.6,N, 11.2,N, 16.6,N, 14.8,N,  9.4,N, 18.4,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,ESE  ,N,ENE  ,N,E    ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-14,   0.0,N,  , 1, 32.1,Y, 1, 17.2,Y, 1, 13.7,N, 14.8,N,  9.4,N,  7.6,N, 14.8,N, 14.8,N, 16.6,N, 14.8,N, 22.3,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-15,   0.0,N,  , 1, 30.9,Y, 1, 16.2,Y, 1, 15.2,N,  9.4,N, 11.2,N,  7.6,N, 11.2,N, 13.0,N, 14.8,N,  7.6,N,  9.4,N,ESE  ,N,SE   ,N,SSE  ,N,SSE  ,N,E    ,N,ENE  ,N,NNE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-16,   0.0,N,  , 1, 30.0,Y, 1, 19.1,Y, 1, 19.0,N, 11.2,N,  9.4,N,  5.4,N, 11.2,N, 13.0,N, 14.8,N, 11.2,N,  7.6,N,SE   ,N,ESE  ,N,SE   ,N,ESE  ,N,NE   ,N,NNE  ,N,N    ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-17,   0.0,N,  , 1, 30.9,Y, 1, 19.6,Y, 1, 19.0,N,  9.4,N,  7.6,N,  0.0,N,  7.6,N, 11.2,N, 13.0,N,  9.4,N, 11.2,N,ENE  ,N,E    ,N,CALM ,N,SE   ,N,NE   ,N,NNE  ,N,NNE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-18,   0.0,N,  , 1, 31.4,Y, 1, 18.9,Y, 1, 17.8,N, 14.8,N, 13.0,N,  5.4,N, 14.8,N, 18.4,N, 16.6,N, 24.1,N, 25.9,N,E    ,N,ESE  ,N,SSE  ,N,SE   ,N,ENE  ,N,E    ,N,ESE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-19,   0.0,N,  , 1, 31.2,Y, 1, 15.8,Y, 1, 14.3,N, 16.6,N,  9.4,N,  0.0,N, 14.8,N, 20.5,N, 22.3,N, 20.5,N, 20.5,N,SE   ,N,SSE  ,N,CALM ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-20,   0.0,N,  , 1, 31.0,Y, 1, 15.8,Y, 1, 13.2,N, 14.8,N, 11.2,N,  5.4,N, 20.5,N, 22.3,N, 16.6,N, 16.6,N, 24.1,N,SE   ,N,SSE  ,N,SSW  ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-21,   0.0,N,  , 1, 31.2,Y, 1, 14.3,Y, 1, 13.2,N, 14.8,N,  9.4,N,  0.0,N, 18.4,N, 18.4,N, 14.8,N, 20.5,N, 22.3,N,SE   ,N,SE   ,N,CALM ,N,SE   ,N,E    ,N,ENE  ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-22,   0.0,N,  , 1, 30.6,Y, 1, 15.2,Y, 1, 13.0,N, 14.8,N, 11.2,N,  0.0,N, 14.8,N, 16.6,N, 20.5,N, 16.6,N, 22.3,N,SE   ,N,SSE  ,N,CALM ,N,SE   ,N,ESE  ,N,E    ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-23,   0.0,N,  , 1, 31.2,Y, 1, 17.2,Y, 1, 13.9,N, 14.8,N, 11.2,N,  9.4,N, 20.5,N, 18.4,N, 16.6,N, 24.1,N, 20.5,N,ESE  ,N,ESE  ,N,SSE  ,N,SE   ,N,ESE  ,N,E    ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-24,   0.0,N,  , 1, 30.3,Y, 1, 14.4,Y, 1, 13.5,N, 16.6,N,  0.0,N,  0.0,N,  9.4,N, 18.4,N, 11.2,N,  9.4,N, 14.8,N,SE   ,N,CALM ,N,CALM ,N,SE   ,N,SE   ,N,ENE  ,N,NNE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-25,   0.0,N,  , 1, 30.3,Y, 1, 18.2,Y, 1, 14.7,N, 13.0,N, 13.0,N,  7.6,N, 11.2,N, 14.8,N, 13.0,N,  9.4,N,  7.6,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,ENE  ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-26,   0.0,N,  , 1, 30.3,Y, 1, 18.4,Y, 1, 17.4,N, 13.0,N,  9.4,N,  3.6,N,  9.4,N, 14.8,N, 14.8,N,  9.4,N,  7.6,N,SE   ,N,SSE  ,N,SE   ,N,SE   ,N,E    ,N,NE   ,N,NNE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-27,   0.0,N,  , 1, 32.0,Y, 1, 19.4,Y, 1, 18.6,N, 13.0,N,  5.4,N,  5.4,N,  9.4,N, 16.6,N, 11.2,N,  5.4,N,  5.4,N,SE   ,N,SE   ,N,S    ,N,SE   ,N,E    ,N,NNE  ,N,NNE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-28,   0.0,N,  , 1, 33.1,Y, 1, 19.7,Y, 1, 17.1,N, 16.6,N, 11.2,N,  0.0,N, 11.2,N, 16.6,N, 13.0,N,  5.4,N, 13.0,N,SE   ,N,SE   ,N,CALM ,N,ESE  ,N,ESE  ,N,NE   ,N,NW   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-29,   0.0,N,  , 1, 32.8,Y, 1, 19.5,Y, 1, 18.3,N,  5.4,N,  0.0,N,  0.0,N,  9.4,N, 13.0,N, 14.8,N, 11.2,N,  5.4,N,SE   ,N,CALM ,N,CALM ,N,SSE  ,N,ENE  ,N,NNE  ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-30,   0.0,N,  , 1, 34.6,Y, 1, 19.4,Y, 1, 14.9,N, 11.2,N,  9.4,N,  5.4,N, 14.8,N, 22.3,N, 20.5,N, 20.5,N, 18.4,N,SE   ,N,ESE  ,N,S    ,N,SSE  ,N,SE   ,N,ESE  ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-08-31,   0.0,N,  , 1, 34.6,Y, 1, 16.9,Y, 1, 10.3,N, 14.8,N,  3.6,N,  7.6,N, 13.0,N, 24.1,N, 16.6,N, 16.6,N, 14.8,N,SSE  ,N,SE   ,N,S    ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-01,   0.0,N,  , 1, 31.7,Y, 1, 19.6,Y, 1, 18.1,N, 13.0,N, 13.0,N,  7.6,N, 11.2,N, 14.8,N, 11.2,N, 11.2,N,  9.4,N,SE   ,N,SE   ,N,S    ,N,SE   ,N,E    ,N,NNE  ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-02,   0.0,N,  , 1, 30.4,Y, 1, 20.0,Y, 1, 20.1,N,  9.4,N,  7.6,N,  0.0,N,  9.4,N, 13.0,N, 20.5,N, 13.0,N, 13.0,N,ESE  ,N,E    ,N,CALM ,N,SE   ,N,ENE  ,N,NE   ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-03,   0.0,N,  , 1, 31.2,Y, 1, 20.7,Y, 1, 20.3,N,  9.4,N,  5.4,N,  3.6,N, 11.2,N, 16.6,N, 16.6,N,  9.4,N, 11.2,N,ESE  ,N,SE   ,N,S    ,N,SE   ,N,ENE  ,N,NNE  ,N,NNE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-04,   0.0,N,  , 1, 31.3,Y, 1, 21.5,Y, 1, 20.9,N,  7.6,N,  7.6,N,  9.4,N, 14.8,N, 14.8,N, 14.8,N,  9.4,N,  5.4,N,ENE  ,N,SSE  ,N,SE   ,N,SE   ,N,ENE  ,N,NNE  ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-05,   0.0,N,  , 1, 30.8,Y, 1, 20.5,Y, 1, 19.6,N,  9.4,N,  9.4,N,  7.6,N, 14.8,N, 13.0,N, 16.6,N, 14.8,N, 13.0,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,ENE  ,N,ENE  ,N,ESE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-06,   0.0,N,  , 1, 31.2,Y, 1, 23.4,Y, 1, 21.1,N,  9.4,N,  7.6,N,  7.6,N, 13.0,N, 14.8,N, 16.6,N,  9.4,N, 11.2,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,NE   ,N,NNE  ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-07,   0.0,N,  , 1, 30.1,Y, 1, 20.7,Y, 1, 20.1,N,  9.4,N,  0.0,N,  5.4,N,  5.4,N, 11.2,N, 11.2,N,  9.4,N,  7.6,N,ENE  ,N,CALM ,N,SSE  ,N,SE   ,N,NE   ,N,N    ,N,N    ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-08,   0.0,N,  , 1, 30.3,Y, 1, 22.1,Y, 1, 20.9,N,  7.6,N, 11.2,N,  7.6,N, 11.2,N, 11.2,N, 13.0,N, 11.2,N,  1.8,N,ENE  ,N,E    ,N,SSE  ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-09,   0.0,N,  , 1, 31.7,Y, 1, 22.6,Y, 1, 20.6,N,  3.6,N,  7.6,N,  1.8,N,  7.6,N, 14.8,N, 14.8,N,  9.4,N, 20.5,N,ENE  ,N,ESE  ,N,E    ,N,SSE  ,N,E    ,N,NE   ,N,ENE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-10,   0.0,N,  , 1, 32.5,Y, 1, 19.9,Y, 1, 14.5,N, 14.8,N, 14.8,N, 13.0,N, 24.1,N, 25.9,N, 25.9,N, 22.3,N, 24.1,N,SE   ,N,SE   ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,SSE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-11,   0.0,N,  , 1, 32.3,Y, 1, 17.1,Y, 1, 11.8,N, 14.8,N,  9.4,N, 11.2,N, 22.3,N, 20.5,N, 16.6,N, 20.5,N, 22.3,N,SE   ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-12,   0.0,N,  , 1, 31.5,Y, 1, 14.8,Y, 1, 12.0,N, 13.0,N,  9.4,N,  0.0,N, 18.4,N, 24.1,N, 22.3,N, 22.3,N, 20.5,N,SE   ,N,SSE  ,N,CALM ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-13,   0.0,N,  , 1, 32.2,Y, 1, 16.5,Y, 1, 12.5,N, 13.0,N, 11.2,N,  5.4,N, 20.5,N, 22.3,N, 18.4,N,  9.4,N, 18.4,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,ESE  ,N,ENE  ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-14,   0.0,N,  , 1, 31.9,Y, 1, 17.6,Y, 1, 16.7,N, 13.0,N, 11.2,N,  9.4,N, 18.4,N, 14.8,N, 14.8,N, 13.0,N, 16.6,N,SE   ,N,SSE  ,N,SSE  ,N,SE   ,N,E    ,N,ENE  ,N,ENE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-15,   0.0,N,  , 1, 33.4,Y, 1, 20.0,Y, 1, 17.3,N, 13.0,N, 13.0,N,  9.4,N, 20.5,N, 16.6,N, 20.5,N,  9.4,N, 13.0,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,ENE  ,N,N    ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-16,   0.0,N,  , 1, 31.9,Y, 1, 23.1,Y, 1, 20.2,N,  7.6,N,  9.4,N,  9.4,N, 16.6,N, 20.5,N, 13.0,N, 14.8,N, 11.2,N,ESE  ,N,SSE  ,N,SSE  ,N,SE   ,N,ENE  ,N,NE   ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-17,   0.0,N,  , 1, 31.4,Y, 1, 22.9,Y, 1, 19.6,N,  9.4,N,  9.4,N,  7.6,N, 13.0,N, 13.0,N, 18.4,N, 13.0,N, 13.0,N,ESE  ,N,ESE  ,N,ENE  ,N,ENE  ,N,ENE  ,N,NNE  ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-18,   0.0,N,  , 1, 31.7,Y, 1, 22.5,Y, 1, 21.5,N, 11.2,N,  0.0,N,  3.6,N,  9.4,N, 14.8,N, 14.8,N, 13.0,N, 13.0,N,E    ,N,CALM ,N,SSE  ,N,ESE  ,N,ENE  ,N,NNW  ,N,NE   ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-19,   0.0,N,  , 1,     , ,  , 22.8,Y, 1, 20.6,N,  9.4,N,  9.4,N,  0.0,N,  5.4,N, 11.2,N, 14.8,N,  9.4,N,  9.4,N,ENE  ,N,E    ,N,CALM ,N,SSW  ,N,ESE  ,N,NNE  ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-20,      , ,  ,  , 29.9,Y, 1,     , ,  , 21.2,N,  0.0,N,  0.0,N,  0.0,N,  5.4,N, 14.8,N, 14.8,N,  9.4,N,  0.0,N,CALM ,N,CALM ,N,CALM ,N,WSW  ,N,N    ,N,N    ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-21,   0.0,N,  , 1, 31.4,Y, 1, 23.2,Y, 1, 21.8,N,  0.0,N,  3.6,N,  9.4,N, 13.0,N, 14.8,N, 14.8,N,  9.4,N,  7.6,N,CALM ,N,S    ,N,ESE  ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-22,   0.0,N,  , 1, 30.6,Y, 1, 21.1,Y, 1, 21.5,N,  5.4,N,  5.4,N,  0.0,N,  9.4,N, 13.0,N, 13.0,N, 11.2,N,  7.6,N,ENE  ,N,SSW  ,N,CALM ,N,SSW  ,N,ENE  ,N,N    ,N,NNE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-23,   0.0,N,  , 1, 31.1,Y, 1, 22.3,Y, 1, 21.4,N,  5.4,N,  9.4,N,  1.8,N, 13.0,N, 13.0,N, 14.8,N, 13.0,N,  9.4,N,ENE  ,N,E    ,N,SE   ,N,ENE  ,N,NE   ,N,NE   ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-24,   0.0,N,  , 1, 31.4,Y, 1, 21.6,Y, 1, 21.2,N,  9.4,N, 11.2,N,  3.6,N, 11.2,N, 11.2,N, 14.8,N, 11.2,N,  7.6,N,E    ,N,SE   ,N,S    ,N,E    ,N,NE   ,N,NE   ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-25,   0.0,N,  , 1, 30.6,Y, 1, 20.5,Y, 1, 20.9,N,  5.4,N,  0.0,N,  0.0,N,  5.4,N, 13.0,N, 13.0,N,  9.4,N,  0.0,N,ENE  ,N,CALM ,N,CALM ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-26,   0.0,N,  , 1, 33.5,Y, 1, 20.6,Y, 1, 20.6,N,  0.0,N,  5.4,N,  0.0,N,  9.4,N, 11.2,N, 13.0,N,  9.4,N,  0.0,N,CALM ,N,SW   ,N,CALM ,N,ESE  ,N,E    ,N,NNE  ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-27,   0.0,N,  , 1, 31.7,Y, 1, 21.5,Y, 1, 21.1,N,  0.0,N,  5.4,N,  9.4,N, 18.4,N, 13.0,N, 13.0,N, 11.2,N,  7.6,N,CALM ,N,E    ,N,E    ,N,SE   ,N,NE   ,N,NNE  ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-28,   0.0,N,  , 1, 32.3,Y, 1, 21.1,Y, 1, 21.3,N,  7.6,N,  3.6,N,  0.0,N, 11.2,N, 14.8,N, 14.8,N,  9.4,N,  7.6,N,E    ,N,E    ,N,CALM ,N,ESE  ,N,E    ,N,N    ,N,NNE  ,N,NNE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-29,   0.0,N,  , 1, 31.6,Y, 1, 22.5,Y, 1, 22.1,N,  7.6,N,  0.0,N,  0.0,N, 11.2,N, 16.6,N, 13.0,N, 11.2,N,  9.4,N,ENE  ,N,CALM ,N,CALM ,N,ENE  ,N,N    ,N,NNW  ,N,N    ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-09-30,   0.0,N,  , 1, 30.7,Y, 1, 23.8,Y, 1, 22.5,N,  1.8,N,  5.4,N,  5.4,N,  7.6,N, 13.0,N, 16.6,N, 11.2,N,  5.4,N,NNE  ,N,N    ,N,NW   ,N,NW   ,N,N    ,N,N    ,N,N    ,N,NW   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-01,   0.0,N,  , 1, 33.4,Y, 1, 23.2,Y, 1, 22.5,N,  5.4,N,  1.8,N,  0.0,N,  9.4,N,  7.6,N, 16.6,N, 11.2,N,  3.6,N,NW   ,N,WSW  ,N,CALM ,N,SSW  ,N,SE   ,N,N    ,N,N    ,N,NNE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-02,   0.0,N,  , 1, 34.3,Y, 1, 22.8,Y, 1, 22.5,N,  0.0,N,  0.0,N,  0.0,N,  7.6,N,  9.4,N, 11.2,N,  7.6,N,  3.6,N,CALM ,N,CALM ,N,CALM ,N,S    ,N,E    ,N,N    ,N,N    ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-03,   0.0,N,  , 1, 32.5,Y, 1, 21.2,Y, 1, 19.5,N,  0.0,N,  3.6,N,  0.0,N, 14.8,N,  9.4,N, 13.0,N,  7.6,N,  1.8,N,CALM ,N,ESE  ,N,CALM ,N,SE   ,N,ENE  ,N,N    ,N,NNW  ,N,NW   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-04,   0.0,N,  , 1, 31.5,Y, 1, 23.0,Y, 1, 22.1,N,  0.0,N,  0.0,N,  0.0,N,  9.4,N,  9.4,N, 11.2,N,  5.4,N,  0.0,N,CALM ,N,CALM ,N,CALM ,N,ENE  ,N,N    ,N,N    ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-05,   0.0,N,  , 1, 32.6,Y, 1, 25.0,Y, 1, 23.0,N,  1.8,N,  7.6,N,  3.6,N, 11.2,N, 16.6,N, 14.8,N, 11.2,N,  9.4,N,NE   ,N,E    ,N,E    ,N,ENE  ,N,ENE  ,N,ENE  ,N,NE   ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-06,   0.0,N,  , 1, 31.0,Y, 1, 24.3,Y, 1, 22.3,N,  5.4,N,  5.4,N,  3.6,N, 11.2,N, 13.0,N, 13.0,N,  9.4,N,  7.6,N,ENE  ,N,NE   ,N,NE   ,N,NE   ,N,N    ,N,NNE  ,N,NNE  ,N,NNE  ,N,#
