dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Relative humidity for observation at 09 hours Local Time in percentage %,Quality of relative humidity for observation at 09 hours Local Time,Relative humidity for observation at 15 hours Local Time in percentage %,Quality of relative humidity for observation at 15 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-12,   0.0,N,  , 1, 31.3,Y, 1, 25.2,Y, 1, 25.6,N,100,N, 92,N, 18.4,N,  9.4,N,SW   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-13,   0.2,N,  , 1, 31.8,Y, 1, 24.9,Y, 1, 26.0,N, 85,N, 75,N,  7.6,N, 20.5,N,SSE  ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-14,   0.8,N,  , 1, 31.6,Y, 1, 25.3,Y, 1, 26.1,N, 93,N, 77,N, 25.9,N, 16.6,N,N    ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-15,   0.4,N,  , 1, 31.3,Y, 1, 25.8,Y, 1, 26.8,N, 87,N, 82,N, 18.4,N, 27.7,N,WSW  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-16,   1.2,N,  , 1, 30.1,Y, 1, 25.7,Y, 1, 26.9,N, 94,N, 86,N, 33.5,N, 31.3,N,WNW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-17,  16.2,N,  , 1, 29.0,Y, 1, 24.9,Y, 1, 26.8,N,100,N, 97,N, 11.2,N, 33.5,N,SSW  ,N,W    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-18,   4.6,N,  , 1, 30.8,Y, 1, 25.7,Y, 1, 26.4,N, 93,N, 85,N, 27.7,N, 22.3,N,WSW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-19,  12.0,N,  , 1, 31.1,Y, 1, 24.2,Y, 1, 26.1,N, 93,N, 81,N, 35.3,N, 27.7,N,WNW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-20,   0.2,N,  , 1, 30.9,Y, 1, 25.5,Y, 1, 25.5,N, 85,N, 84,N, 33.5,N, 27.7,N,W    ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-21,  15.0,N,  , 1, 33.0,Y, 1, 23.0,Y, 1, 25.0,N, 87,N, 78,N, 16.6,N, 18.4,N,SSW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-22,  19.6,N,  , 1, 31.2,Y, 1, 23.0,Y, 1, 26.6,N, 96,N, 81,N, 27.7,N, 16.6,N,WSW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-23,   0.0,N,  , 1, 31.4,Y, 1, 25.5,Y, 1, 26.8,N, 96,N, 80,N,  7.6,N, 24.1,N,WSW  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-24,   0.8,N,  , 1, 31.6,Y, 1, 26.0,Y, 1, 26.6,N, 88,N, 78,N, 24.1,N, 27.7,N,WSW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-25,   0.2,N,  , 1, 31.9,Y, 1, 27.7,Y, 1, 25.4,N, 78,N, 69,N, 20.5,N, 18.4,N,WNW  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-26,   0.0,N,  , 1, 32.0,Y, 1, 28.0,Y, 1, 25.6,N, 83,N, 75,N, 20.5,N, 24.1,N,WSW  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-27,   0.0,N,  , 1, 32.2,Y, 1, 28.2,Y, 1, 26.4,N, 81,N, 78,N, 25.9,N, 24.1,N,WSW  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-02-28,  15.2,N,  , 1, 31.2,Y, 1, 24.3,Y, 1, 25.8,N, 79,N, 73,N, 18.4,N, 14.8,N,W    ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-01,   1.4,N,  , 1, 32.2,Y, 1, 26.3,Y, 1, 25.9,N, 87,N, 75,N, 24.1,N, 25.9,N,WSW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-02,   0.6,N,  , 1, 31.6,Y, 1, 26.3,Y, 1, 25.8,N, 92,N, 69,N, 18.4,N, 20.5,N,WSW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-03,   0.0,N,  , 1, 31.8,Y, 1, 27.6,Y, 1, 24.9,N, 74,N, 68,N, 13.0,N, 14.8,N,WNW  ,N,NNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-04,   0.0,N,  , 1, 32.2,Y, 1, 24.3,Y, 1, 24.7,N, 79,N, 66,N,  5.4,N, 13.0,N,NNW  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-05,   0.0,N,  , 1, 31.7,Y, 1, 24.9,Y, 1, 25.7,N, 88,N, 75,N,  9.4,N, 13.0,N,SW   ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-06,   1.2,N,  , 1, 30.0,Y, 1, 24.2,Y, 1, 25.4,N,100,N,100,N,  7.6,N,  5.4,N,SE   ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-07,   4.6,N,  , 1, 30.1,Y, 1, 24.3,Y, 1, 25.5,N,100,N, 97,N, 11.2,N,  5.4,N,S    ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-08,   9.2,N,  , 1, 28.9,Y, 1, 23.6,Y, 1, 26.1,N, 99,N, 87,N, 14.8,N, 13.0,N,SSW  ,N,SSW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-09,   0.0,N,  , 1, 30.7,Y, 1, 25.6,Y, 1, 27.2,N, 94,N, 81,N, 27.7,N, 14.8,N,WSW  ,N,WSW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-10,   0.0,N,  , 1, 31.6,Y, 1, 25.3,Y, 1, 26.2,N, 84,N, 80,N, 18.4,N, 20.5,N,SW   ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-11,   0.0,N,  , 1, 31.5,Y, 1, 26.3,Y, 1, 25.4,N, 87,N, 79,N, 24.1,N, 20.5,N,WNW  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-12,   0.0,N,  , 1, 32.2,Y, 1, 25.8,Y, 1, 26.4,N, 83,N, 76,N, 14.8,N, 16.6,N,WNW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-13,   1.6,N,  , 1, 32.1,Y, 1, 24.6,Y, 1, 25.8,N, 89,N, 71,N, 11.2,N, 22.3,N,SW   ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-14,   0.0,N,  , 1, 32.5,Y, 1, 24.5,Y, 1, 25.8,N, 85,N, 70,N, 16.6,N, 22.3,N,SW   ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-15,   2.6,N,  , 1, 31.4,Y, 1, 24.0,Y, 1, 25.9,N, 92,N,100,N, 14.8,N,  7.6,N,SW   ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-16,  16.6,N,  , 1, 31.8,Y, 1, 25.1,Y, 1, 25.7,N, 91,N, 81,N, 22.3,N,  9.4,N,SSE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-17,   8.0,N,  , 1, 29.7,Y, 1, 24.5,Y, 1, 25.6,N,100,N,100,N, 14.8,N, 22.3,N,SE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-18,   0.2,N,  , 1, 32.4,Y, 1, 25.5,Y, 1, 25.1,N, 86,N, 67,N, 14.8,N, 14.8,N,E    ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-19,   0.0,N,  , 1, 32.9,Y, 1, 23.4,Y, 1, 24.4,N, 86,N, 60,N, 11.2,N, 13.0,N,SE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-20,   0.0,N,  , 1, 32.2,Y, 1, 23.2,Y, 1, 24.8,N, 81,N, 68,N,  7.6,N, 13.0,N,E    ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-21,   0.0,N,  , 1, 32.4,Y, 1, 23.8,Y, 1, 26.0,N, 94,N, 75,N, 11.2,N, 13.0,N,WSW  ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-22,   0.0,N,  , 1, 33.6,Y, 1, 24.9,Y, 1, 26.0,N, 90,N, 79,N, 13.0,N, 16.6,N,SSE  ,N,SSW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-23,   0.0,N,  , 1, 31.3,Y, 1, 25.3,Y, 1, 26.6,N, 96,N, 83,N, 14.8,N, 16.6,N,SE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-24,   0.0,N,  , 1, 31.4,Y, 1, 24.8,Y, 1, 26.3,N, 96,N, 81,N,  7.6,N, 11.2,N,E    ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-25,   0.2,N,  , 1, 31.9,Y, 1, 24.5,Y, 1, 25.7,N,100,N,100,N,  7.6,N, 13.0,N,SE   ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-26,   0.0,N,  , 1, 33.1,Y, 1, 23.5,Y, 1, 25.6,N, 98,N, 82,N,  9.4,N, 24.1,N,ESE  ,N,SSW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-27,   0.0,N,  , 1, 33.7,Y, 1, 22.3,Y, 1, 23.2,N, 85,N, 47,N,  9.4,N, 11.2,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-28,   0.0,N,  , 1, 33.7,Y, 1, 23.3,Y, 1, 25.3,N, 92,N, 68,N,  9.4,N, 24.1,N,ESE  ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-29,   0.0,N,  , 1, 32.7,Y, 1, 24.7,Y, 1, 26.2,N, 90,N, 81,N,  7.6,N,  7.6,N,ENE  ,N,SW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-30,   0.2,N,  , 1, 34.3,Y, 1, 24.8,Y, 1, 26.1,N,100,N, 63,N,  9.4,N, 24.1,N,SE   ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-03-31,   0.2,N,  , 1, 34.0,Y, 1, 25.4,Y, 1, 26.5,N, 94,N, 72,N, 13.0,N, 20.5,N,SE   ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-01,   0.0,N,  , 1, 33.2,Y, 1, 24.6,Y, 1, 26.0,N, 99,N, 66,N, 11.2,N, 13.0,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-02,   0.0,N,  , 1, 33.2,Y, 1, 23.2,Y, 1, 24.5,N, 80,N, 59,N, 11.2,N, 11.2,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-03,   0.0,N,  , 1, 33.5,Y, 1, 23.0,Y, 1, 24.2,N, 84,N, 54,N, 14.8,N, 11.2,N,E    ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-04,   0.0,N,  , 1, 34.1,Y, 1, 24.2,Y, 1, 25.0,N, 84,N, 66,N,  9.4,N, 24.1,N,E    ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-05,   1.0,N,  , 1, 33.4,Y, 1, 23.7,Y, 1, 24.7,N, 92,N, 55,N, 11.2,N, 14.8,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-06,   0.6,N,  , 1, 30.6,Y, 1, 25.2,Y, 1, 26.3,N,100,N, 86,N,  9.4,N, 11.2,N,ESE  ,N,SW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-07,   3.0,N,  , 1, 33.2,Y, 1, 24.6,Y, 1, 26.2,N,100,N, 71,N, 11.2,N, 22.3,N,SE   ,N,NNE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-08,   0.0,N,  , 1, 33.7,Y, 1, 24.3,Y, 1, 25.0,N, 85,N, 65,N,  9.4,N, 22.3,N,E    ,N,NNE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-09,   0.0,N,  , 1, 32.2,Y, 1, 23.6,Y, 1, 25.3,N, 79,N, 73,N, 11.2,N, 22.3,N,E    ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-10,   0.0,N,  , 1, 31.0,Y, 1, 24.3,Y, 1, 25.4,N, 93,N, 76,N,  7.6,N,  9.4,N,ESE  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-11,   0.0,N,  , 1, 31.8,Y, 1, 24.4,Y, 1, 26.0,N, 90,N, 75,N, 20.5,N, 14.8,N,WSW  ,N,W    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-12,   0.0,N,  , 1, 33.6,Y, 1, 26.9,Y, 1, 25.9,N, 82,N, 66,N, 27.7,N, 14.8,N,SW   ,N,WNW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-13,   0.2,N,  , 1, 32.9,Y, 1, 26.3,Y, 1, 26.2,N, 86,N, 72,N, 13.0,N, 14.8,N,SW   ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-14,   0.0,N,  , 1, 32.4,Y, 1, 25.5,Y, 1, 25.8,N, 83,N, 72,N,  7.6,N, 11.2,N,NNW  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-15,   0.0,N,  , 1, 32.8,Y, 1, 25.5,Y, 1, 25.8,N, 84,N, 77,N,  7.6,N, 16.6,N,SE   ,N,SSW  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-16,   0.0,N,  , 1, 33.2,Y, 1, 22.6,Y, 1, 24.5,N, 82,N, 69,N,  0.0,N, 16.6,N,CALM ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-17,   0.0,N,  , 1, 32.9,Y, 1, 23.6,Y, 1, 25.2,N, 86,N, 92,N,  5.4,N,  3.6,N,E    ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-18,   0.0,N,  , 1, 28.6,Y, 1, 24.7,Y, 1, 25.2,N,100,N,100,N, 13.0,N,  7.6,N,S    ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-19,   0.0,N,  , 1, 30.2,Y, 1, 23.4,Y, 1, 25.4,N,100,N, 86,N, 14.8,N,  7.6,N,ESE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-20,   0.0,N,  , 1, 32.2,Y, 1, 23.7,Y, 1, 24.5,N, 98,N, 60,N, 11.2,N, 16.6,N,SE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-21,   0.0,N,  , 1, 31.5,Y, 1, 25.1,Y, 1, 24.5,N, 81,N, 73,N, 14.8,N, 18.4,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-22,   0.0,N,  , 1, 31.1,Y, 1, 25.1,Y, 1, 26.0,N,100,N, 99,N, 11.2,N,  3.6,N,ESE  ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-23,   0.0,N,  , 1, 30.7,Y, 1, 24.9,Y, 1, 26.5,N,101,N, 90,N,  9.4,N, 11.2,N,SE   ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-24,   0.0,N,  , 1, 31.0,Y, 1, 23.9,Y, 1, 26.4,N,100,N,100,N, 20.5,N, 20.5,N,NNE  ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-25,   0.0,N,  , 1, 31.2,Y, 1, 24.1,Y, 1, 26.6,N,101,N, 91,N, 11.2,N,  9.4,N,SSE  ,N,NW   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-26,   0.0,N,  , 1, 31.4,Y, 1, 24.8,Y, 1, 27.1,N,101,N, 87,N,  7.6,N, 16.6,N,SE   ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-27,   0.0,N,  , 1, 31.2,Y, 1, 24.2,Y, 1, 26.6,N,100,N, 87,N,  9.4,N, 14.8,N,SW   ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-28,   0.0,N,  , 1, 32.8,Y, 1, 24.6,Y, 1, 26.1,N,100,N,100,N,  9.4,N, 11.2,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-29,   0.0,N,  , 1, 32.7,Y, 1, 24.9,Y, 1, 26.5,N,100,N, 79,N, 13.0,N, 13.0,N,E    ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-04-30,   0.2,N,  , 1, 32.5,Y, 1, 24.9,Y, 1, 25.4,N, 94,N, 68,N, 14.8,N, 13.0,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-01,   0.0,N,  , 1, 32.5,Y, 1, 23.8,Y, 1, 24.5,N, 89,N, 60,N,  9.4,N, 13.0,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-02,   0.0,N,  , 1, 32.5,Y, 1, 22.7,Y, 1, 24.1,N, 95,N, 59,N, 13.0,N, 11.2,N,SE   ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-03,   0.0,N,  , 1, 32.2,Y, 1, 22.4,Y, 1, 24.7,N, 85,N, 71,N,  7.6,N, 16.6,N,ENE  ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-04,   0.0,N,  , 1, 30.8,Y, 1, 25.0,Y, 1, 22.8,N, 81,N, 64,N, 18.4,N, 14.8,N,SE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-05,   0.0,N,  , 1, 30.5,Y, 1, 23.1,Y, 1, 20.4,N, 71,N, 56,N, 14.8,N, 20.5,N,SE   ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-06,   0.0,N,  , 1, 31.2,Y, 1, 20.9,Y, 1, 21.4,N, 74,N, 62,N, 18.4,N, 11.2,N,SE   ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-07,   0.0,N,  , 1, 30.1,Y, 1, 23.5,Y, 1, 23.5,N, 90,N, 92,N, 13.0,N, 14.8,N,SE   ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-08,   0.0,N,  , 1, 32.3,Y, 1, 24.2,Y, 1, 22.4,N, 83,N, 58,N, 13.0,N, 14.8,N,SE   ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-09,   0.0,N,  , 1, 32.3,Y, 1, 22.9,Y, 1, 23.4,N, 81,N, 65,N, 13.0,N, 13.0,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-10,   0.0,N,  , 1, 32.0,Y, 1, 22.9,Y, 1, 24.5,N, 90,N, 70,N, 14.8,N, 13.0,N,SE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-11,   0.0,N,  , 1, 32.7,Y, 1, 24.8,Y, 1, 25.2,N, 88,N, 70,N, 13.0,N,  9.4,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-12,   0.0,N,  , 1, 31.1,Y, 1, 23.7,Y, 1, 24.5,N, 92,N, 68,N, 11.2,N, 13.0,N,SE   ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-13,   0.0,N,  , 1, 32.6,Y, 1, 23.4,Y, 1, 24.6,N, 89,N, 64,N, 13.0,N, 14.8,N,E    ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-14,   0.0,N,  , 1, 32.3,Y, 1, 24.1,Y, 1, 24.3,N, 83,N, 64,N, 14.8,N, 14.8,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-15,   0.0,N,  , 1, 31.7,Y, 1, 23.4,Y, 1, 24.7,N, 93,N, 69,N, 11.2,N, 14.8,N,SE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-16,   0.0,N,  , 1, 31.5,Y, 1, 23.5,Y, 1, 24.8,N, 91,N, 76,N, 14.8,N, 18.4,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-17,   0.0,N,  , 1, 32.1,Y, 1, 24.6,Y, 1, 25.0,N, 88,N, 70,N, 14.8,N, 18.4,N,ESE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-18,   0.0,N,  , 1, 31.9,Y, 1, 25.3,Y, 1, 24.4,N, 86,N, 74,N, 13.0,N, 18.4,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-19,   0.0,N,  , 1, 31.9,Y, 1, 22.0,Y, 1, 22.9,N, 88,N, 65,N, 13.0,N, 16.6,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-20,   0.0,N,  , 1, 30.7,Y, 1, 23.6,Y, 1, 23.4,N, 87,N, 67,N, 13.0,N, 16.6,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-21,   0.0,N,  , 1, 31.0,Y, 1, 22.5,Y, 1, 23.4,N, 81,N, 75,N, 18.4,N, 18.4,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-22,   0.0,N,  , 1, 31.5,Y, 1, 22.4,Y, 1, 24.2,N, 91,N, 75,N, 16.6,N, 13.0,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-23,   0.0,N,  , 1, 31.8,Y, 1, 24.4,Y, 1, 24.3,N, 85,N, 67,N, 13.0,N, 14.8,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-24,   0.0,N,  , 1, 32.4,Y, 1, 22.7,Y, 1, 23.5,N, 86,N, 60,N, 13.0,N, 16.6,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-25,   0.0,N,  , 1, 31.5,Y, 1, 23.8,Y, 1, 24.6,N, 94,N, 85,N, 16.6,N, 11.2,N,SE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-26,   0.0,N,  , 1, 31.6,Y, 1, 23.1,Y, 1, 24.8,N, 90,N, 74,N, 14.8,N, 13.0,N,ESE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-27,   0.0,N,  , 1, 30.5,Y, 1, 22.1,Y, 1, 23.0,N, 86,N, 61,N, 14.8,N, 13.0,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-28,   0.0,N,  , 1, 31.5,Y, 1, 21.3,Y, 1, 23.2,N, 90,N, 65,N, 14.8,N, 13.0,N,SE   ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-29,   0.0,N,  , 1, 29.0,Y, 1, 23.9,Y, 1, 25.0,N, 91,N,100,N, 18.4,N, 13.0,N,SE   ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-05-30,   0.0,N,  , 1, 31.1,Y, 1, 23.4,Y, 1, 24.3,N, 88,N, 72,N, 16.6,N, 13.0,N,ESE  ,N,ESE  ,N,#
